,AHI,snore_db_mean,saturation_mean,desaturations_mean_nadir,percent_of_supine_sleep,total_sleep_time,sleep_efficiency,variability_between_sleep_stage_percents,hrv_time_rmssd_during_night,hrv_time_rmssd_during_wake
Lipids_POS_870.9375_354.8901_328.9701,0.1132881866416073,0.0564627152585711,-0.1129197699223302,-0.0581996011905888,,,,,,
Lipids_POS_1007.7800_401.5539_357.3141,0.1046343543715367,0.050546049236428,-0.1067320960996588,-0.0676637986799637,,,,,,
Lipids_POS_594.3757_186.7322_255.3350,0.1089324948445572,,-0.0855402629797965,-0.0436710973870882,,,,,,
Lipids_NEG_329.2483_228.7924_196.1391,0.101860499351577,,-0.0834651152699371,-0.0461717030462602,,,,,,
Lipids_POS_840.5710_302.6468_314.2823,0.1002216876943833,,-0.085005799987882,-0.0479752303753167,,,,,,
Lipids_POS_784.2659_329.8942_302.1460,0.1155625466263452,,-0.092999615129663,-0.0663496114709504,,,,,,
Lipids_POS_634.4070_196.9396_262.9381,0.1251564293414052,,-0.1055735513303083,-0.0649111375666687,,,,,,
Lipids_NEG_405.2643_244.9343_219.3737,0.1179136936792373,,-0.0975211041848897,-0.0475917111445586,,,,,,
Lipids_POS_925.7570_412.2867_343.8190,0.125516520911038,,-0.0913832849127845,-0.0541254618024679,,,,,,
Lipids_NEG_483.1747_248.2659_221.9774,0.1327743044483596,,-0.1037388122527069,-0.0422402683130285,,,,,,
Lipids_POS_676.4176_192.9256_271.2013,0.1194791792017623,,-0.1110806389616412,-0.0483437991019546,,,,,,
Lipids_POS_796.5114_253.3067_294.4740,0.0960017034151098,,-0.1233725482755701,-0.0577968504099185,,,,,,
Lipids_POS_314.2322_53.0545_188.3064,0.1148529682533527,,-0.1193257811753864,-0.0805489285128185,,,,,,
Lipids_POS_909.5443_322.1742_318.4160,0.1153489243822435,,-0.1239077019667935,-0.0775681085792844,,,,,,
Lipids_NEG_1648.1521_329.2281_490.1546,0.1239116124211731,,-0.0920972671237804,-0.0442636726034917,-0.0444296990284626,,,0.0506589287473611,,
Lipids_POS_929.7869_432.9881_350.8738,0.1366067055515468,,-0.1139909442003304,-0.0535338640149562,,,,0.0545766072281196,,
Lipids_NEG_817.4413_405.7117_336.3010,0.0557933124023032,,-0.072783056788304,-0.0529454043364952,,0.0476928856194101,,,,-0.0424413378205802
Lipids_NEG_966.4740_421.9829_301.7779,0.0459104012228137,,-0.0778085267045777,-0.0465629926434179,,,,,,
Lipids_NEG_1206.2605_461.2622_343.6603,0.0657496392065046,,-0.0849562483698835,-0.0529963766811198,,,,,,
Lipids_NEG_817.1567_362.5616_279.8090,0.0625773665843348,,-0.0773338764197178,-0.0502794183850671,,,,,,
Lipids_POS_762.1791_315.9230_264.5283,0.0579202005520259,,-0.0786431159523727,-0.0559558662547439,,,,,,
Lipids_NEG_875.1983_429.3972_287.2712,0.0617707665094102,,-0.0785599287736269,-0.0703412562131494,,,,,,
Lipids_NEG_803.1056_389.3829_279.4304,0.0524160437770306,,-0.0820023170814612,-0.0705663799954618,,,,,,
Lipids_NEG_1175.1785_448.6841_340.3725,0.0518186534447843,,-0.0748087197248228,-0.0699337229527447,,,,,,
Lipids_NEG_803.1595_334.7063_272.6878,0.0417807056620938,,-0.0638016551879607,-0.0655488802007674,,,,,,
Lipids_NEG_875.1449_407.9392_298.7033,0.0428392042230226,,-0.068534551313808,-0.0653217132322449,,,,,,
Lipids_NEG_1085.1286_446.4034_325.1881,0.0420365339706015,,-0.0685761774833289,-0.0692454165887411,,,,,,
Lipids_NEG_743.1389_368.5174_268.2234,0.0446472396177912,,-0.0736151313688707,-0.058125475281732,,,,,,
Lipids_NEG_965.1950_422.1923_303.6382,0.0487203337652279,,-0.0705526669870853,-0.0629067886694812,,,,,,
Lipids_NEG_1188.2514_485.6688_340.0258,0.0491519110921954,,-0.0701743252167486,-0.0590447261557337,,,,,,
Lipids_NEG_297.0463_476.1459_170.7143,0.0422679943138662,,-0.0513668530334884,-0.0555705883672126,,,,,,
Lipids_POS_736.5863_399.0903_310.9597,0.0439399623566329,,-0.063271259319533,-0.0498555024807169,,,,,,
Lipids_POS_947.2844_459.4048_295.0046,0.0462392179403342,,-0.0596247655685441,-0.0566837667628295,,,,,,
Lipids_POS_417.2018_55.1629_193.1750,0.0821719242256451,,-0.0770289556699691,-0.0492090666272566,,,,,,
Lipids_NEG_921.7391_410.4515_340.6172,0.0695469992550115,,-0.0905456079906992,-0.0491797821931725,,,,,,
Lipids_POS_925.2572_443.2435_349.0469,0.0763199750839272,,-0.091268857485776,-0.0502390947439869,,,,,,
Lipids_NEG_915.5973_322.4786_336.8550,0.0729171132669321,,-0.0976867577468559,-0.063442616944104,,,,,,
Lipids_NEG_1043.1713_412.0196_320.6384,0.0783932025272735,,-0.0971193597629108,-0.0570034653827648,,,,,,
Lipids_POS_288.2167_45.9976_182.5892,0.0880671023296954,,-0.1136355230059395,-0.0822273664967058,,,,,,
Lipids_NEG_953.1207_321.6924_303.5064,0.0742487113757405,,-0.094070558344651,-0.0816699425299522,,,,,,
Lipids_POS_1013.8258_430.0302_364.8983,0.0717141914083457,,-0.087356007032866,-0.082808640664726,,,,,,
Lipids_NEG_780.5543_339.3710_292.7227,0.055320460202038,,-0.0576642388637672,-0.0561486442489958,-0.042774799543698,,,0.0440453954011884,,
Lipids_NEG_905.2283_428.1291_296.6083,0.0729070651403451,,-0.0827160608464615,-0.0631445783002354,,,,0.0406430740226753,,
Lipids_NEG_593.1222_427.8224_248.0400,0.0801913705432243,,-0.0928744431747033,-0.0626718188042312,,,,0.046508698945502,,
Lipids_NEG_313.0778_436.8175_368.5277,0.0498809206563316,,-0.0726372241508046,-0.0644313641470262,,,,0.0437386489052123,,
Lipids_NEG_731.0657_309.7465_270.0573,0.0600967497287803,,-0.0772400012556472,-0.0624191022617379,,,,0.0471357647852093,,
Lipids_NEG_1097.2006_485.0609_318.8070,0.0626228052753994,,-0.0807880848769443,-0.0731588382658983,,,,0.0489478066262557,,
Lipids_NEG_1055.2449_443.7421_319.4903,0.0657458746572621,,-0.0781268897429464,-0.0500247784630669,,,,0.0425502433865964,,
Lipids_POS_1116.2409_445.3931_323.8511,0.0520316737464595,,-0.063072354947678,-0.0549582788234108,,,,0.0491790157088148,,
Lipids_NEG_727.1058_362.8056_275.8452,0.0574449459658227,,-0.067271792922824,-0.0430410486145761,,,,0.0445901228882366,,
Lipids_NEG_815.1780_377.2348_284.9159,0.0592501586560599,,-0.0701028694395866,-0.050407979884642,,,,0.0467835283698139,,
Lipids_NEG_860.5777_379.4207_316.5503,0.0547861473720965,,-0.0621977274862508,,-0.0678228138493336,,,0.0557529340755319,,
Lipids_POS_798.5635_290.9693_304.9355,0.0857462689431897,,-0.0830463544674832,,-0.0829644446983546,,,,,
Lipids_NEG_856.5704_296.5444_315.3769,0.0860688695512327,,-0.0555124252771922,,-0.0519116702662916,,,,,
Lipids_POS_722.6095_396.7984_307.6336,0.0801990537594078,,-0.0724135392445576,,-0.0541467141596786,,,,,
Lipids_POS_612.6069_397.8996_286.0750,0.0967947223672262,,-0.0693385594697497,,-0.0585735250633918,,,,,
Lipids_NEG_763.5874_396.8397_309.1652,0.0759099663150599,,-0.0703897485788481,-0.0438525743191666,-0.0543736861996039,,,,,
Lipids_POS_821.5893_347.9712_471.4799,0.0807879252685267,,-0.1079836213928176,-0.0697026014091957,-0.0497067915498044,,,,,
Lipids_POS_850.5935_303.8360_318.9576,0.0869002425632829,0.0607477460097765,-0.0881960444677976,,,,,,,-0.0516703995528136
Lipids_NEG_593.3431_408.7643_248.6892,0.1192077064149416,0.0802236969082609,-0.0871606957256562,,,,,,,-0.0485195540731894
Lipids_POS_911.7304_409.5203_338.6936,0.1255474533564003,0.0515564841985505,-0.0667762359107094,,,,,,,-0.0515585781582796
Lipids_POS_957.8200_415.4235_355.8979,0.0978427261441727,0.0438346239691907,-0.0565563141010434,,,,,0.0492385089486187,,
Lipids_NEG_734.5128_339.4802_284.4772,0.0774275332360157,0.0737194166286601,-0.0673543741960617,,,,,0.0490123797540221,,
Lipids_POS_812.5396_283.4079_307.8577,0.081682262401916,0.0609602865763664,-0.0510461094029505,,,,,0.0473813136915132,,
Lipids_NEG_310.8379_48.6147_133.8410,0.0674319249235687,0.050746736309041,-0.0477732992754401,,,,,0.0631903798519767,,
Lipids_NEG_595.1014_319.4031_238.5575,0.0639123798835852,0.0422946151706892,-0.0606302659475849,,,,,0.043202355570613,,
Lipids_NEG_694.4290_206.7798_281.4085,0.1312043489337571,0.08772198979219,-0.0611911829910155,,,,,,,
Lipids_POS_636.4227_206.9058_263.7216,0.1337402504471865,0.0873672034604524,-0.0573067096279189,,,,,,,
Lipids_NEG_975.7861_419.0992_353.7492,0.1284706972912178,0.0739072018928899,-0.0632414373337909,,,,,,,
Lipids_POS_519.4401_415.5894_253.4162,0.1347034661861359,0.076639500855952,-0.0699088776533755,,,,,,,
Lipids_POS_917.7525_388.7765_345.1003,0.1079715404715341,0.10358357036951,-0.0798935147293708,,,,,,,
Lipids_POS_899.7419_393.2939_342.5560,0.0975721519650389,0.1027774803244347,-0.0645969266492118,,,,,,,
Lipids_NEG_803.3629_389.1444_278.8054,0.0465502209870827,0.0604608294676846,-0.0555539496697522,,,,,,,
Lipids_NEG_589.5171_266.0376_274.9450,0.0513339648306292,0.043053673301823,-0.0579127890957017,,,,,,,
Lipids_NEG_745.3871_266.8413_290.1767,0.0589784780352914,0.0478996065290232,-0.0694396595762911,,,,,,,
Lipids_POS_840.5726_288.5199_313.6642,0.094458557321627,0.0553876038437152,-0.0632110970944849,,,,,,,
Lipids_POS_860.8047_470.2623_334.8807,0.0977696088368065,0.043497911860148,-0.0677669446651716,,,,,,,
Lipids_NEG_172.9911_36.9286_129.8889,0.0870335552464092,0.0435094236738115,-0.0468027484780351,,,,,,,
Lipids_POS_997.8879_477.7966_366.6809,0.088006525824896,0.0430729413350293,-0.0467126931045343,,,,,,,
Lipids_NEG_749.5717_369.2215_309.7476,0.0733030491267223,0.0486132758872223,-0.0528551065508715,,,,,,,
Lipids_POS_722.6069_382.3259_304.0780,0.0724152969852216,0.0505894308955294,-0.0524921823213741,,,,,,,
Lipids_POS_804.5498_329.7458_309.2152,0.074392524720121,0.0439985747655861,-0.0588362302840825,,,,,,,
Lipids_NEG_770.5326_327.3338_294.4515,0.0766642550886503,0.0462614619321199,-0.0554878582747671,,,,,,,
Lipids_POS_977.7727_386.1771_352.9657,0.0739069864522853,0.045599616872082,-0.0552879910055338,,,,,,,
Lipids_POS_1031.6912_300.9537_347.0401,0.1169610829909491,0.047547568267979,-0.0881208859252447,,,,,,,
Lipids_POS_834.7892_470.7233_330.7594,0.1079382972227554,0.0554575264263586,-0.0799475423160716,,,,,,,
Lipids_POS_430.3793_329.4548_224.3068,0.1067627738530545,0.0585919898080271,-0.077106636437622,,,,,,,
Lipids_POS_971.8733_478.4771_364.4557,0.1256735085130108,0.0614910943605762,-0.0855456199449195,,,,,,,
Lipids_POS_893.7556_455.7574_339.3807,0.1079534240861706,0.062390903524296,-0.0992308972454178,,,,,,,
Lipids_POS_603.7579_464.6626_276.3040,0.1208837928042081,0.0624288337972895,-0.0985448608480784,,,,,,,
Lipids_NEG_815.1765_479.6279_289.0442,0.0913436254873457,0.0762507169107813,-0.0593794897223671,,,,,,,
Lipids_POS_445.3670_329.2063_230.0222,0.0973034875343166,0.0570810508170205,-0.096431066811929,,,,,,,
Lipids_POS_788.1952_390.6704_317.5191,0.0873083591287126,0.0582297474121734,-0.0901792436961309,,,,,,,
Lipids_NEG_868.5563_340.4402_320.4768,0.0823193396967624,0.076114950939045,-0.0948024363263116,,,,,,,
Lipids_POS_542.3240_137.5198_233.4320,0.0925154790276591,0.0681760071200745,-0.0847926433933512,,,,,,,
Lipids_POS_940.7375_399.1820_342.0287,0.0994351239278466,0.0772172627676189,-0.0936678228474476,,,,,,,
Lipids_NEG_886.5569_301.4508_318.0332,0.0711571433407408,0.0580822397507805,-0.0883644627903524,,,,,,,
Lipids_POS_1056.2746_453.3464_312.8354,0.0714452029582399,0.0711646471033034,-0.0656109572045561,,,,,,,
Lipids_NEG_600.3303_137.6792_257.0304,0.0813636219084946,0.0616308684494657,-0.0788559434215144,,,,,,,
Lipids_POS_391.2842_269.9479_216.2879,0.0772823659577858,0.0596746997392063,-0.0680280224087978,,,,,,,
Lipids_POS_848.6215_326.5093_318.4514,0.0500589524687755,,-0.0845026227274267,,,0.0467634186179877,,0.0491140652507363,,
Lipids_NEG_743.1388_347.6745_266.9233,0.0586624331048785,,-0.0617862322353724,,,,,0.0611706082560792,,
Lipids_POS_774.5635_313.1051_305.2620,0.0680908894090555,,-0.0441496899733456,,,,,0.0419114671793768,,
Lipids_NEG_595.1009_299.1358_239.2313,0.0502605772825637,,-0.0480588299285878,,,,,0.0475318343487242,,
Lipids_NEG_669.1198_310.3634_253.3904,0.0560578296828167,,-0.0426694110444675,,,,,0.0485872057694748,,
Lipids_POS_636.3866_170.8483_260.3312,0.0969193478474271,,-0.093364640075931,,,0.0479843588826884,,,,
Lipids_NEG_829.6538_421.6441_314.5849,0.1033744059695274,,-0.0924924213116485,,,-0.0463067648877151,,,,
Lipids_POS_711.4932_300.4269_287.8431,0.0646259725277812,,-0.054190118286858,,,-0.049268191772055,,,,
Lipids_POS_735.6018_363.3982_310.0773,0.0800168935517671,,-0.069849375511721,,,-0.0542806954133703,,,,
Lipids_NEG_593.5798_359.1873_242.6336,0.075495996322287,,-0.0514904624520491,,,,,,,
Lipids_NEG_959.7549_410.9698_344.8645,0.0735658504578483,,-0.0528070748924693,,,,,,,
Lipids_POS_983.7633_394.7440_349.5735,0.0712405081075217,,-0.0529078267765783,,,,,,,
Lipids_POS_489.4044_307.6322_241.9993,0.0627532359325012,,-0.0460431292650662,,,,,,,
Lipids_POS_914.7778_404.7405_342.0939,0.0629073313993865,,-0.0463169836899241,,,,,,,
Lipids_NEG_563.1288_359.2186_231.0135,0.0695829551574468,,-0.0416004646005639,,,,,,,
Lipids_NEG_955.7588_404.8768_349.7362,0.0672435369228481,,-0.0451695994953202,,,,,,,
Lipids_POS_985.7795_402.1531_352.3015,0.0676270433701527,,-0.0461540659763237,,,,,,,
Lipids_NEG_655.0670_385.4887_254.0266,0.0641110843038692,,-0.0557440872280654,,,,,,,
Lipids_NEG_1175.1777_417.2360_341.3637,0.05712072184048,,-0.0531028091656828,,,,,,,
Lipids_POS_868.6528_347.4055_328.4051,0.0588004707375155,,-0.0561134705503574,,,,,,,
Lipids_NEG_1043.1701_370.8430_320.6130,0.0564137855093795,,-0.0707864412252849,,,,,,,
Lipids_POS_595.1362_359.4152_253.1773,0.0608126310495387,,-0.0738636250315114,,,,,,,
Lipids_POS_689.5001_319.9103_282.7900,0.0676772168218049,,-0.0662885707417284,,,,,,,
Lipids_NEG_692.4491_320.7330_276.1216,0.0650866047696345,,-0.0656599321950958,,,,,,,
Lipids_POS_449.3368_270.1429_231.3100,0.0655723686715227,,-0.0670119813991932,,,,,,,
Lipids_POS_413.2661_269.4659_222.3916,0.0565737444677404,,-0.0601912966935477,,,,,,,
Lipids_POS_370.2948_113.5128_208.9617,0.060957412498736,,-0.0628395031919805,,,,,,,
Lipids_POS_943.4197_268.6782_348.8735,0.057400224107921,,-0.0650328455465009,,,,,,,
Lipids_POS_805.6752_380.5196_322.3915,0.0584487653762338,,-0.0637804534328289,,,,,,,
Lipids_POS_931.7711_456.1285_349.2290,0.0484988598822332,,-0.067757578672425,,,,,,,
Lipids_POS_977.7709_379.1794_352.1018,0.047399278401792,,-0.0515814615813236,,,,,,,
Lipids_NEG_805.3534_266.2230_298.3301,0.0435333095340771,,-0.0594179101307871,,,,,,,
Lipids_NEG_593.2660_358.9272_240.7980,0.0472884259389223,,-0.0567832141339458,,,,,,,
Lipids_POS_953.7878_398.4803_350.8666,0.1163112702084605,,-0.0603893481773405,,,,,,,
Lipids_POS_927.7738_400.8739_346.6775,0.1141843988755015,,-0.0531561073871024,,,,,,,
Lipids_POS_955.8035_409.6859_353.0471,0.0992471319184984,,-0.0528849644798402,,,,,,,
Lipids_POS_951.7737_395.1018_348.6349,0.1069757452177365,,-0.0642250010624519,,,,,,,
Lipids_NEG_911.6885_416.3272_334.4781,0.0988227570582728,,-0.0623210679631939,,,,,,,
Lipids_POS_900.7995_468.5496_342.2383,0.1004844538331768,,-0.066213882369129,,,,,,,
Lipids_NEG_659.5035_365.2817_286.5918,0.0711208791246369,,-0.0803712398730328,,,,,,,
Lipids_NEG_1206.2598_453.7554_343.9113,0.0686833535233011,,-0.0774829613481513,,,,,,,
Lipids_NEG_745.1168_285.9741_268.3434,0.0869654895820302,,-0.0710112612506762,,,,,,,
Lipids_POS_881.7573_437.5752_331.6108,0.0867947331954165,,-0.0683518899650856,,,,,,,
Lipids_POS_796.5458_284.7559_304.0427,0.0859947129095953,,-0.065069791222185,,,,,,,
Lipids_POS_680.6654_399.0720_304.4091,0.0827055754231533,,-0.0656705522799201,,,,,,,
Lipids_POS_1025.9185_495.9473_373.4677,0.0831080492724723,,-0.0646805916015722,,,,,,,
Lipids_POS_429.3720_317.7933_224.0400,0.0780368785056317,,-0.0573499686970458,,,,,,,
Lipids_NEG_1148.2732_294.8054_339.0001,0.0782962656515766,,-0.0653459760115428,,,,,,,
Lipids_NEG_957.7751_415.4243_349.0465,0.0773963118885512,,-0.063072372790025,,,,,,,
Lipids_NEG_445.3679_260.5732_220.0841,0.0902490804224368,,-0.0850387264495682,,,,,,,
Lipids_POS_846.9341_366.1076_329.2185,0.093827124063719,,-0.0886944024386988,,,,,,,
Lipids_NEG_327.0597_175.0145_179.3644,0.0884639174770416,,-0.0765126357195387,,,,,,,
Lipids_NEG_582.5087_339.9053_266.2503,0.0924375405049829,,-0.0729162282731739,,,,,,,
Lipids_NEG_695.5927_393.5892_288.1544,0.0712467680717602,,-0.098572256550798,,,,,,,
Lipids_NEG_1266.2263_437.1012_354.2120,0.0890432899872489,,-0.1024908506306636,,,,,,,
Lipids_POS_426.3575_181.4133_224.5693,0.0876494937396357,,-0.0977264034175361,,,,,,,
Lipids_POS_973.8157_410.5962_356.4245,0.1239077372392534,,-0.0836119531276195,,,,,,,
Lipids_POS_601.7416_449.5837_271.5869,0.1259461736061762,,-0.0982873197363823,,,,,,,
Lipids_NEG_949.1619_426.6539_298.7192,0.1078760011037067,,-0.1006644733780963,,,,,,,
Lipids_POS_716.4488_215.7140_279.1177,0.1161394990757688,,-0.1173470021433827,,,,,,,
Lipids_POS_821.6613_415.6514_318.2957,0.0920729959820646,,,,,,,,,-0.0566744187219344
Lipids_NEG_319.2277_153.8542_188.2015,0.1165528814865943,,-0.0583738608739545,,,,,,,-0.0572269191540171
Lipids_NEG_335.2949_274.6858_197.2595,0.0606959679826405,,-0.0791600124816526,,,,,,,-0.0476123212630204
Lipids_NEG_223.1697_156.3114_166.9756,0.060553797919778,,-0.0606573934687909,,,,,,,-0.0749484176084251
Lipids_NEG_757.4201_405.6143_334.0210,0.0823138123375436,,-0.0537462195520225,,,,,,,-0.0563015470767843
Lipids_NEG_1644.1200_317.2298_486.7843,0.0900596638567352,,-0.0837080195414791,-0.0504183986950263,,,-0.0564070950182436,0.0522627247807933,,
Lipids_POS_1021.3029_487.4140_306.9247,0.0742280541302924,,-0.0695941820822558,-0.0645415285611208,,,-0.0440610564950222,0.0510000131407522,,
Lipids_POS_776.5566_345.2481_294.7755,0.0632294705567888,,-0.0897196039812634,,-0.0529133365819196,,-0.0518944369591351,0.0503042362217358,,
Lipids_POS_750.5424_346.1492_288.1099,0.071229451737619,,-0.0992416547595526,,-0.0496178098323686,,-0.064684669006083,0.0593600498334256,,
Lipids_NEG_524.2781_157.9322_228.2561,0.0712604020837912,0.0473977191678663,-0.0697205899666894,,,,-0.052061387955317,0.0535167083584896,,
Lipids_POS_1550.2065_364.9340_483.3883,0.0706563372941948,,-0.0528490644968341,,,,-0.0807507466626488,0.0799720691510976,,
Lipids_NEG_748.5284_346.3963_287.1336,0.0656180235903976,,-0.0917267565082989,,,,-0.076286236926273,0.0482777924077677,,
Lipids_NEG_912.5752_307.1803_322.7824,0.0476454874758021,,-0.0653791516379868,,,,-0.0580118042533039,0.0576715644931936,,
Lipids_POS_854.5683_306.7048_309.6452,0.0671447512565074,,-0.0671958653996915,,,,-0.0613488980450384,0.0576377596140319,,
Lipids_POS_912.6212_306.8904_325.5234,0.0674352004475543,,-0.0708016040197971,,,,-0.05300833837065,0.0559222425670058,,
Lipids_POS_818.5899_303.0555_311.0191,0.0638622305455538,,-0.045490423201516,,,,-0.043548875524085,,,
Lipids_POS_885.7864_499.9555_341.1987,0.0563540713008921,,-0.0453150941356206,,,,-0.0454367665496913,,,
Lipids_NEG_750.7932_362.3956_289.5062,0.0523900618653387,,-0.0671364706334368,,,,-0.0656162771572659,,,
Lipids_NEG_595.1002_261.2423_239.8183,0.0590133161529246,,-0.0524969833714493,,,,-0.0646588784573753,,,
Lipids_NEG_498.2618_140.3377_224.4095,0.0694755644262443,,-0.075953499835689,,,,-0.0869831346093436,,,
Lipids_NEG_528.2729_167.4513_229.3328,0.0644582877768691,,-0.0800740928301794,,,,-0.0767664930093812,,,
Lipids_NEG_634.6126_406.5459_292.9875,0.0758930697188404,,-0.0763524624917747,,,,-0.0503407103749643,,,
Lipids_POS_959.8355_424.1877_357.1380,0.0799241042225326,,-0.0828371036088971,,,,-0.0676203991833955,,,
Lipids_NEG_792.5184_304.6245_299.6524,0.1164177534330384,,-0.0751835141649803,,,,-0.0482632912043292,,,
Lipids_NEG_481.3523_304.7979_240.5090,0.1015659610302129,,-0.1068345101865916,,,,-0.0920262889667501,,,
Lipids_POS_1586.2065_356.2779_487.8415,0.1026432342763889,,-0.0635174779431521,,,,-0.1027077980444973,,,
Lipids_NEG_1576.2703_371.1584_485.2778,0.1200351810204389,,-0.1011874669514956,-0.0524627395709649,,-0.0543100837295608,-0.0720038550367567,,,
Lipids_NEG_1502.0943_362.0842_465.3753,0.0650669974227716,,-0.0879578533266441,,,-0.0497085716384947,-0.0989900545278789,,,
Lipids_NEG_352.0854_39.5492_198.5048,0.1016564798203876,,-0.0984167659419683,,,-0.0598259756112622,-0.0616719757447408,,,
Lipids_POS_1550.1473_337.5616_475.9115,0.1037797787420752,,-0.06014695535194,,,-0.0454272447955873,-0.0759426253836175,,,
Lipids_NEG_750.5074_316.3649_291.8216,0.1141123728370438,0.0656236392355315,-0.1086379075241807,-0.0464284951332952,,-0.0513263144189902,-0.0922776163462466,,,
Lipids_POS_682.5968_394.4968_290.6472,0.0945302000218185,0.0803603140296015,-0.0917460260540729,-0.0577094026944841,,-0.045522342930401,-0.0627377521037434,,,
Lipids_POS_782.7221_443.6486_320.0556,0.0967940752609197,0.0929541441746659,-0.0732216075961304,-0.0446223247972307,,-0.0440028176094602,-0.0667401676904236,,,
Lipids_POS_736.6441_404.6168_302.8446,0.1258550081026126,0.0906880751803727,-0.1012095688979987,-0.0478081143603857,,-0.0420967442772579,-0.0595523348697892,,,
Lipids_POS_692.6319_447.7308_310.2593,0.136883426472328,0.0912624430579316,-0.0804972587749438,-0.0512992234009541,,-0.0469573059289963,-0.0440625203437087,,,
Lipids_POS_618.6177_406.5953_289.8119,0.1231084813324839,0.0556905355918134,-0.1291287102199167,-0.0430987412181579,,,-0.0763967492274816,,,
Lipids_NEG_651.4469_294.1904_271.5771,0.1116340302398121,0.0700408989905798,-0.0920649949021935,-0.0552436328437928,,,-0.0535353416945493,,,
Lipids_POS_852.8004_480.7342_337.3118,0.1225516479544152,0.0626714792764406,-0.0879861572610176,-0.0520253628461378,,,-0.0626042231032838,,,
Lipids_POS_796.7378_451.0151_323.4117,0.1196318123470478,0.0972160578472376,-0.0849772089843496,-0.0476449478489219,,,-0.0606204796204625,,,
Lipids_POS_824.7691_465.0655_330.0063,0.1146160980812761,0.0843897639611129,-0.0677087914638227,-0.0498617894102407,,,-0.0693611686094036,,,
Lipids_NEG_313.0772_420.6937_352.2279,0.1056704535049002,0.0983261443753228,-0.1065799514208954,-0.0768680368188111,,,-0.0814320938968197,,,
Lipids_POS_888.8366_487.8371_343.4970,0.137812248253612,0.084349982320741,-0.1341680598434615,-0.0518077981519023,,,-0.0557890558672979,,,
Lipids_POS_708.6124_393.7858_294.5067,0.1374312527600523,0.1030711746434597,-0.1074163452599071,-0.0563830499780522,,,-0.0768765321312537,,,
Lipids_POS_991.8415_440.2838_365.1491,0.126730025437656,0.0863170947348161,-0.106413139243584,-0.0555071932749278,,,-0.0620594640531022,,,
Lipids_NEG_239.0592_421.1055_154.8518,0.0794713012804953,0.0575222361433477,-0.0766193736670756,-0.0584454853818905,,,-0.0472833510049888,0.0500984957646878,,
Lipids_NEG_815.1783_422.0070_286.2133,0.0975412800272068,0.0499852377037616,-0.0916477017695368,-0.0593593451840215,,,-0.0432001536996649,0.0519709604540366,,
Lipids_NEG_720.4968_330.5625_280.1832,0.09071474158436,0.0696900759769405,-0.1252793688449038,-0.0767215826701353,,,-0.0460980135518369,0.0424773846148235,,
Lipids_NEG_727.1610_374.1125_262.5806,0.1177199240672127,0.0696710442823237,-0.1028981240721738,-0.0607715819323971,,,-0.0557833551090974,0.0436697493833929,,
Lipids_POS_924.2704_428.2067_294.4498,0.112950988207645,0.0647763199432992,-0.1221853979727529,-0.0580220700210805,,,-0.0536154554428895,0.0445824930718655,,
Lipids_POS_998.8131_427.2872_360.6626,0.0725767482863081,0.0893253947519876,-0.0715425688389128,-0.0988155436300889,,,-0.0592629199238357,,,
Lipids_NEG_387.0959_420.7832_351.8509,0.0823001096482955,0.0659561132669436,-0.0646822502487395,-0.0706813438508807,,,-0.0518662880980556,,,
Lipids_NEG_875.1445_453.3700_300.3422,0.0705743401187763,0.0522740089747648,-0.0614398216088978,-0.050927348479593,,,-0.0410700002891961,,,
Lipids_POS_162.1126_34.3345_133.7937,0.0862689974254139,0.0539627990685825,-0.0569509127112181,-0.0447205312547334,,,-0.0470804591040412,,,
Lipids_NEG_822.5648_325.9836_311.4021,0.0970291154768739,0.0678809941059089,-0.111550912547299,-0.0528507398445802,,,-0.0454421924740421,,,
Lipids_NEG_669.1190_303.3134_254.2011,0.0867964661015728,0.055407077692125,-0.0882818509169018,-0.0465429851115791,,,-0.0461003026880122,,,
Lipids_NEG_653.0884_316.1480_257.9071,0.091576452417522,0.0590921810723091,-0.0942734025143678,-0.0634225909625211,,,-0.0486175674938906,,,
Lipids_POS_966.2243_442.1962_298.7085,0.0770294399445463,0.0657461487136249,-0.1013093784248894,-0.0654860703384627,,,-0.0543433995124345,,,
Lipids_NEG_774.5070_309.7385_295.1660,0.0669736342562576,0.0465423816902919,-0.1181837231334176,-0.0765741114068154,,,-0.0683081274807155,,,
Lipids_NEG_810.5280_307.8308_305.5846,0.0803583707296087,0.0677573425733843,-0.0891949823040705,-0.0773564117839364,,,-0.0805976019532729,,,
Lipids_POS_718.5370_353.7052_287.2697,0.1301188073825871,0.0683687221738479,-0.0834793018359668,,,-0.0449549510960554,-0.0423916725588245,0.0481151516022432,,
Lipids_POS_993.8567_453.0685_364.9047,0.1394170506846402,0.0451294797669161,-0.0931907608039274,,,,-0.0698981254722963,0.0459052218568236,,
Lipids_POS_901.7577_397.8349_342.3540,0.131539637960439,0.0944451665199697,-0.0573873391609441,,,,-0.0623039649963201,,,
Lipids_POS_741.1933_374.2181_259.3408,0.1294419104982537,0.0799800468418123,-0.0837734009296767,,,,-0.0553438763648388,,,
Lipids_POS_1013.9184_509.5372_371.0985,0.1311628217589243,0.0834133229309844,-0.1008723187478561,,,,-0.0480118161639937,,,
Lipids_POS_1027.9350_521.6828_375.5782,0.135901290115306,0.071078612810738,-0.1030458589519098,,,,-0.0466490085555033,,,
