,"Age, BMI & VAT",Diet
percent_of_left_sleep,0.004859143592609902,0.012534502389249948
percent_of_light_sleep_time,0.002675333995211795,0.004237066570247443
percent_of_non_supine_sleep,0.004209275168089086,0.011133159787601198
percent_of_prone_sleep,0.011262321742890817,0.01550298398420133
percent_of_rem_sleep_time,0.004072219835268306,0.011977964040809412
percent_of_right_sleep,0.00457990253584713,0.015311105863647234
percent_of_sleep_time,0.006728952932975531,0.012123241127927498
percent_of_supine_sleep,0.004209275168089098,0.0111331597876012
percent_of_wake_time,0.0067289529329754,0.012123241127927497
rdi,0.0012003422467464827,0.0014905156960262557
rdi_during_left,0.0019319347296986866,0.0028294806849937463
rdi_during_non_supine,0.001735346136230249,0.0025671268678634663
rdi_during_nrem,0.0013629583301598275,0.0016816316472428562
rdi_during_prone,0.002701208245711269,0.0032308969758589384
rdi_during_rem,0.0010495527605557907,0.0012596709571027736
rdi_during_right,0.002227376447282566,0.003139992623749153
rdi_during_supine,0.0012871900382502052,0.0011666833416953911
rem_latency,0.006331170966615293,0.011088573987800296
saturation_below_80,0.007137557861552045,0.015440566992033623
saturation_below_85,0.004807709910974775,0.009829237870495586
saturation_below_90,0.005132833864479882,0.006053430414801741
saturation_below_or_equal_88,0.0047026760534020825,0.006148589612587552
saturation_max_value,0.022852884697632376,0.022852884697632345
saturation_mean,0.0013921125017356782,0.0013925165686815458
saturation_min_value,0.001310084985516805,0.004953689693515535
sleep_efficiency,0.009036365434211923,0.014972033295053675
sleep_latency,0.01354443149298393,0.01354443149298393
snore_above_40db,0.003696716231941838,0.012290249373108755
snore_above_45db,0.0024993826623318405,0.007316270914825697
snore_above_50db,0.003189616950419888,0.009995365792992546
snore_above_60db,0.007931744221542853,0.024849163465661076
snore_db_mean,0.003444681530258779,0.006082359764441322
time_to_transition_nrem_to_rem,0.014454129940353076,0.01462300191331883
time_to_transition_nrem_to_wake,0.004401999179689832,0.010877714085125728
time_to_transition_rem_to_nrem,0.0037982225247546065,0.010520686814425936
time_to_transition_rem_to_wake,0.00893148273602598,0.012811380117486828
time_to_transition_wake_to_nrem,0.002602596845534379,0.004830930042641311
time_to_transition_wake_to_rem,0.00586221196477837,0.011386944351462376
total_arousal_sleep_time,0.007370990550432841,0.011964665628444452
total_deep_sleep_time,0.0023021691878930806,0.003939738571571669
total_left_sleep_time,0.004565760849502054,0.012390307093094495
total_light_sleep_time,0.0048605869831798805,0.012236088666957544
total_non_supine_sleep_time,0.004163768245629018,0.0118047979976341
total_prone_sleep_time,0.011132425995583903,0.013273320572643611
total_rem_sleep_time,0.004640346743109996,0.011424795090680326
total_right_sleep_time,0.0036921866013327736,0.011747754121247624
total_sleep_time,0.007298580039327183,0.011966484787565658
total_supine_sleep_time,0.0042974749052316795,0.013940306455139303
total_time_in_bed,0.00837611300012019,0.012512169792669633
total_valid_apnea_central_sleep_time,0.007288114769388484,0.010923609333775694
total_valid_apnea_sleep_time,0.005522002185093781,0.011008653354146615
total_wake_time,0.005262528088763126,0.011043068669587916
total_wake_time_after_sleep_onset,0.005247300330930425,0.012534359508399285
variability_between_sleep_stage_percents,0.0023919003211076797,0.009448374610087667
